% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
2.705	0	0	271	6	26	28	9422	0
2.706	0	0	271	7	21	24	6882	0
2.707	0	0	271	8	14	26	7708	0
2.708	0	0	271	9	56	28	9422	0
2.709	0	0	271	10	8	28	9422	0
2.71	0	0	272	1	17	28	9422	0
2.711	0	0	272	2	22	26	7708	0
2.712	0	0	272	3	25	26	7708	0
2.713	0	0	272	4	44	26	7708	0
2.714	0	0	272	5	34	24	6882	0
2.715	0	0	272	6	37	24	6882	0
2.716	0	0	272	7	65	28	9422	0
2.717	0	0	272	8	46	26	7708	0
2.718	0	0	272	9	28	28	9422	0
2.719	0	0	272	10	38	28	9422	0
2.72	0	0	273	1	27	28	9422	0
2.721	0	0	273	2	48	24	6882	0
2.722	0	0	273	3	49	26	7708	0
2.723	0	0	273	4	61	24	6882	0
2.724	0	0	273	5	57	26	7708	0
2.725	0	0	273	6	20	24	6882	0
2.726	0	0	273	7	64	28	9422	0
2.727	0	0	273	8	68	28	9422	0
2.728	0	0	273	9	2	24	6882	0
2.729	0	0	273	10	36	28	9422	0
2.73	0	0	274	1	71	24	6882	0
2.731	0	0	274	2	21	24	6882	0
2.732	0	0	274	3	3	24	6882	0
2.733	0	0	274	4	5	24	6882	0
2.734	0	0	274	5	7	28	9422	0
2.735	0	0	274	6	9	28	9422	0
2.736	0	0	274	7	12	28	9422	0
2.737	0	0	274	8	26	28	9422	0
2.738	0	0	274	9	14	26	7708	0
2.739	0	0	274	10	10	26	7708	0
2.74	0	0	275	1	17	28	9422	0
2.742	0	0	275	3	25	26	7708	0
2.743	0	0	275	4	44	26	7708	0
2.744	0	0	275	5	34	24	6882	0
2.745	0	0	275	6	37	24	6882	0
2.746	0	0	275	7	38	28	9422	0
2.748	0	0	275	9	48	24	6882	0
2.749	0	0	275	10	49	26	7708	0
2.75	0	0	276	1	61	24	6882	0
2.751	0	0	276	2	57	26	7708	0
2.752	0	0	276	3	20	24	6882	0
2.753	0	0	276	4	64	28	9422	0
2.754	0	0	276	5	2	24	6882	0
2.755	0	0	276	6	68	28	9422	0
2.756	0	0	276	7	36	28	9422	0
2.757	0	0	276	8	71	24	6882	0
2.758	0	0	276	9	21	24	6882	0
2.759	0	0	276	10	3	24	6882	0
2.76	0	0	277	1	5	24	6882	0
2.761	0	0	277	2	7	28	9422	0
2.762	0	0	277	3	27	28	9422	0
2.763	0	0	277	4	9	28	9422	0
2.764	0	0	277	5	12	28	9422	0
2.765	0	0	277	6	14	26	7708	0
2.766	0	0	277	7	17	28	9422	0
2.767	0	0	277	8	25	26	7708	0
2.768	0	0	277	9	34	24	6882	0
2.77	0	0	278	1	26	28	9422	0
2.771	0	0	278	2	37	24	6882	0
2.772	0	0	278	3	38	28	9422	0
2.773	0	0	278	4	10	26	7708	0
2.774	0	0	278	5	48	24	6882	0
2.775	0	0	278	6	22	26	7708	0
2.776	0	0	278	7	49	26	7708	0
2.777	0	0	278	8	20	24	6882	0
2.778	0	0	278	9	61	24	6882	0
2.779	0	0	278	10	57	26	7708	0
2.78	0	0	279	1	64	28	9422	0
2.781	0	0	279	2	22	26	7708	0
2.782	0	0	279	3	27	28	9422	0
2.783	0	0	279	4	68	28	9422	0
2.784	0	0	279	5	36	28	9422	0
2.785	0	0	279	6	71	24	6882	0
2.786	0	0	279	7	21	24	6882	0
2.787	0	0	279	8	3	24	6882	0
2.788	0	0	279	9	44	26	7708	0
2.789	0	0	279	10	2	24	6882	0
2.79	0	0	280	1	5	24	6882	0
2.791	0	0	280	2	7	28	9422	0
2.792	0	0	280	3	9	28	9422	0
2.793	0	0	280	4	12	28	9422	0
2.794	0	0	280	5	14	26	7708	0
2.795	0	0	280	6	17	28	9422	0
2.796	0	0	280	7	25	26	7708	0
2.797	0	0	280	8	34	24	6882	0
2.798	0	0	280	9	37	24	6882	0
2.799	0	0	280	10	38	28	9422	0
2.8	0	0	281	1	26	28	9422	0
2.801	0	0	281	2	10	26	7708	0
2.802	0	0	281	3	48	24	6882	0
2.803	0	0	281	4	49	26	7708	0
2.804	0	0	281	5	20	24	6882	0
2.805	0	0	281	6	61	24	6882	0
2.806	0	0	281	7	57	26	7708	0
2.807	0	0	281	8	27	28	9422	0
2.808	0	0	281	9	64	28	9422	0
2.809	0	0	281	10	68	28	9422	0
2.81	0	0	282	1	45	28	9422	0
2.811	0	0	282	2	45	28	9422	0
2.812	0	0	282	3	36	28	9422	0
2.813	0	0	282	4	2	24	6882	0
2.814	0	0	282	5	45	28	9422	0
2.815	0	0	282	6	44	26	7708	0
2.816	0	0	282	7	71	24	6882	0
2.817	0	0	282	8	21	24	6882	0
2.818	0	0	282	9	3	24	6882	0
2.819	0	0	282	10	5	24	6882	0
2.82	0	0	283	1	7	28	9422	0
2.821	0	0	283	2	9	28	9422	0
2.822	0	0	283	3	12	28	9422	0
2.823	0	0	283	4	14	26	7708	0
2.825	0	0	283	6	17	28	9422	0
2.826	0	0	283	7	26	28	9422	0
2.827	0	0	283	8	25	26	7708	0
2.828	0	0	283	9	56	28	9422	0
2.829	0	0	283	10	34	24	6882	0
2.83	0	0	284	1	37	24	6882	0
2.831	0	0	284	2	38	28	9422	0
2.832	0	0	284	3	10	26	7708	0
2.833	0	0	284	4	48	24	6882	0
2.834	0	0	284	5	49	26	7708	0
2.835	0	0	284	6	20	24	6882	0
2.836	0	0	284	7	61	24	6882	0
2.837	0	0	284	8	57	26	7708	0
2.838	0	0	284	9	27	28	9422	0
2.839	0	0	284	10	64	28	9422	0
2.84	0	0	285	1	68	28	9422	0
2.841	0	0	285	2	8	28	9422	0
2.843	0	0	285	4	70	24	6882	0
2.844	0	0	285	5	71	24	6882	0
2.845	0	0	285	6	21	24	6882	0
2.846	0	0	285	7	3	24	6882	0
2.847	0	0	285	8	5	24	6882	0
2.848	0	0	285	9	7	28	9422	0
2.849	0	0	285	10	9	28	9422	0
2.85	0	0	286	1	12	28	9422	0
2.851	0	0	286	2	36	28	9422	0
2.852	0	0	286	3	14	26	7708	0
2.853	0	0	286	4	45	28	9422	0
2.854	0	0	286	5	46	26	7708	0
2.855	0	0	286	6	56	28	9422	0
2.856	0	0	286	7	17	28	9422	0
2.857	0	0	286	8	26	28	9422	0
2.858	0	0	286	9	25	26	7708	0
2.859	0	0	286	10	22	26	7708	0
2.86	0	0	287	1	34	24	6882	0
2.861	0	0	287	2	37	24	6882	0
2.862	0	0	287	3	38	28	9422	0
2.863	0	0	287	4	10	26	7708	0
2.864	0	0	287	5	48	24	6882	0
2.865	0	0	287	6	49	26	7708	0
2.866	0	0	287	7	20	24	6882	0
2.867	0	0	287	8	57	26	7708	0
2.868	0	0	287	9	27	28	9422	0
2.869	0	0	287	10	64	28	9422	0
2.87	0	0	288	1	68	28	9422	0
2.871	0	0	288	2	71	24	6882	0
2.872	0	0	288	3	8	28	9422	0
2.873	0	0	288	4	36	28	9422	0
2.874	0	0	288	5	21	24	6882	0
2.875	0	0	288	6	3	24	6882	0
2.876	0	0	288	7	5	24	6882	0
2.877	0	0	288	8	7	28	9422	0
2.878	0	0	288	9	2	24	6882	0
2.879	0	0	288	10	9	28	9422	0
2.881	0	0	289	2	12	28	9422	0
2.882	0	0	289	3	14	26	7708	0
2.883	0	0	289	4	45	28	9422	0
2.884	0	0	289	5	17	28	9422	0
2.885	0	0	289	6	26	28	9422	0
2.886	0	0	289	7	25	26	7708	0
2.887	0	0	289	8	34	24	6882	0
2.888	0	0	289	9	37	24	6882	0
2.889	0	0	289	10	22	26	7708	0
2.89	0	0	290	1	38	28	9422	0
2.891	0	0	290	2	8	28	9422	0
2.893	0	0	290	4	10	26	7708	0
2.894	0	0	290	5	48	24	6882	0
2.895	0	0	290	6	49	26	7708	0
2.896	0	0	290	7	57	26	7708	0
2.897	0	0	290	8	60	28	9422	0
2.898	0	0	290	9	27	28	9422	0
2.899	0	0	290	10	20	24	6882	0
2.9	0	0	291	1	64	28	9422	0
2.901	0	0	291	2	68	28	9422	0
2.902	0	0	291	3	71	24	6882	0
2.903	0	0	291	4	21	24	6882	0
2.904	0	0	291	5	3	24	6882	0
2.905	0	0	291	6	5	24	6882	0
2.907	0	0	291	8	7	28	9422	0
2.908	0	0	291	9	9	28	9422	0
2.909	0	0	291	10	12	28	9422	0
2.91	0	0	292	1	36	28	9422	0
2.911	0	0	292	2	14	26	7708	0
2.912	0	0	292	3	18	28	9422	0
2.913	0	0	292	4	45	28	9422	0
2.914	0	0	292	5	17	28	9422	0
2.915	0	0	292	6	26	28	9422	0
2.916	0	0	292	7	2	24	6882	0
2.917	0	0	292	8	25	26	7708	0
2.918	0	0	292	9	34	24	6882	0
2.919	0	0	292	10	56	28	9422	0
2.92	0	0	293	1	37	24	6882	0
2.921	0	0	293	2	38	28	9422	0
2.922	0	0	293	3	8	28	9422	0
2.923	0	0	293	4	11	28	9422	0
2.924	0	0	293	5	46	26	7708	0
2.925	0	0	293	6	48	24	6882	0
2.926	0	0	293	7	60	28	9422	0
2.927	0	0	293	8	49	26	7708	0
2.928	0	0	293	9	20	24	6882	0
2.93	0	0	294	1	57	26	7708	0
2.931	0	0	294	2	22	26	7708	0
2.932	0	0	294	3	27	28	9422	0
2.933	0	0	294	4	10	26	7708	0
2.934	0	0	294	5	64	28	9422	0
2.935	0	0	294	6	68	28	9422	0
2.936	0	0	294	7	71	24	6882	0
2.937	0	0	294	8	3	24	6882	0
2.938	0	0	294	9	5	24	6882	0
2.939	0	0	294	10	7	28	9422	0
2.94	0	0	295	1	29	28	9422	0
2.941	0	0	295	2	9	28	9422	0
2.942	0	0	295	3	18	28	9422	0
2.943	0	0	295	4	12	28	9422	0
2.944	0	0	295	5	14	26	7708	0
2.945	0	0	295	6	45	28	9422	0
2.946	0	0	295	7	17	28	9422	0
2.947	0	0	295	8	26	28	9422	0
2.948	0	0	295	9	2	24	6882	0
2.949	0	0	295	10	36	28	9422	0
2.95	0	0	296	1	25	26	7708	0
2.951	0	0	296	2	44	26	7708	0
2.952	0	0	296	3	34	24	6882	0
2.953	0	0	296	4	37	24	6882	0
2.954	0	0	296	5	44	26	7708	0
2.955	0	0	296	6	38	28	9422	0
2.956	0	0	296	7	56	28	9422	0
2.957	0	0	296	8	8	28	9422	0
2.958	0	0	296	9	48	24	6882	0
2.959	0	0	296	10	49	26	7708	0
2.96	0	0	297	1	10	26	7708	0
2.961	0	0	297	2	57	26	7708	0
2.962	0	0	297	3	22	26	7708	0
2.963	0	0	297	4	27	28	9422	0
2.964	0	0	297	5	20	24	6882	0
2.965	0	0	297	6	64	28	9422	0
2.966	0	0	297	7	68	28	9422	0
2.967	0	0	297	8	71	24	6882	0
2.968	0	0	297	9	3	24	6882	0
2.969	0	0	297	10	5	24	6882	0
2.97	0	0	298	1	7	28	9422	0
2.971	0	0	298	2	9	28	9422	0
2.972	0	0	298	3	18	28	9422	0
2.973	0	0	298	4	12	28	9422	0
2.974	0	0	298	5	14	26	7708	0
2.975	0	0	298	6	45	28	9422	0
2.976	0	0	298	7	17	28	9422	0
2.977	0	0	298	8	26	28	9422	0
2.978	0	0	298	9	2	24	6882	0
2.979	0	0	298	10	25	26	7708	0
2.98	0	0	299	1	34	24	6882	0
2.981	0	0	299	2	37	24	6882	0
2.982	0	0	299	3	38	28	9422	0
2.983	0	0	299	4	56	28	9422	0
2.984	0	0	299	5	8	28	9422	0
2.985	0	0	299	6	48	24	6882	0
2.986	0	0	299	7	49	26	7708	0
2.987	0	0	299	8	57	26	7708	0
2.988	0	0	299	9	20	24	6882	0
2.989	0	0	299	10	22	26	7708	0
2.99	0	0	300	1	27	28	9422	0
2.991	0	0	300	2	46	26	7708	0
2.992	0	0	300	3	64	28	9422	0
2.993	0	0	300	4	36	28	9422	0
2.994	0	0	300	5	68	28	9422	0
2.995	0	0	300	6	71	24	6882	0
2.996	0	0	300	7	3	24	6882	0
2.997	0	0	300	8	5	24	6882	0
2.998	0	0	300	9	7	28	9422	0
2.999	0	0	300	10	6	26	7708	0
3	0	0	301	1	18	28	9422	0
3.001	0	0	301	2	18	28	9422	0
3.002	0	0	301	3	9	28	9422	0
3.003	0	0	301	4	12	28	9422	0
3.004	0	0	301	5	14	26	7708	0
3.005	0	0	301	6	45	28	9422	0
3.006	0	0	301	7	17	28	9422	0
3.008	0	0	301	9	2	24	6882	0
3.009	0	0	301	10	25	26	7708	0
3.01	0	0	302	1	37	24	6882	0
3.012	0	0	302	3	38	28	9422	0
3.013	0	0	302	4	8	28	9422	0
3.014	0	0	302	5	48	24	6882	0
3.015	0	0	302	6	49	26	7708	0
3.016	0	0	302	7	57	26	7708	0
3.017	0	0	302	8	34	24	6882	0
3.018	0	0	302	9	56	28	9422	0
3.019	0	0	302	10	20	24	6882	0
3.02	0	0	303	1	22	26	7708	0
3.021	0	0	303	2	64	28	9422	0
3.022	0	0	303	3	68	28	9422	0
3.023	0	0	303	4	71	24	6882	0
3.024	0	0	303	5	66	24	6882	0
3.025	0	0	303	6	60	28	9422	0
3.026	0	0	303	7	44	26	7708	0
3.027	0	0	303	8	6	26	7708	0
3.028	0	0	303	9	3	24	6882	0
3.029	0	0	303	10	5	24	6882	0
3.03	0	0	304	1	7	28	9422	0
3.031	0	0	304	2	66	24	6882	0
3.032	0	0	304	3	9	28	9422	0
3.033	0	0	304	4	12	28	9422	0
3.034	0	0	304	5	14	26	7708	0
3.035	0	0	304	6	45	28	9422	0
3.036	0	0	304	7	17	28	9422	0
3.037	0	0	304	8	36	28	9422	0
3.038	0	0	304	9	2	24	6882	0
3.039	0	0	304	10	39	26	7708	0
3.04	0	0	305	1	39	26	7708	0
3.041	0	0	305	2	18	28	9422	0
3.042	0	0	305	3	70	24	6882	0
3.043	0	0	305	4	25	26	7708	0
3.044	0	0	305	5	37	24	6882	0
3.045	0	0	305	6	38	28	9422	0
3.046	0	0	305	7	8	28	9422	0
3.048	0	0	305	9	56	28	9422	0
3.049	0	0	305	10	48	24	6882	0
3.05	0	0	306	1	16	28	9422	0
3.051	0	0	306	2	49	26	7708	0
3.052	0	0	306	3	57	26	7708	0
3.054	0	0	306	5	63	28	9422	0
3.055	0	0	306	6	16	28	9422	0
3.056	0	0	306	7	27	28	9422	0
3.057	0	0	306	8	20	24	6882	0
3.058	0	0	306	9	64	28	9422	0
3.059	0	0	306	10	46	26	7708	0
3.06	0	0	307	1	68	28	9422	0
3.061	0	0	307	2	71	24	6882	0
3.062	0	0	307	3	70	24	6882	0
3.063	0	0	307	4	44	26	7708	0
3.064	0	0	307	5	66	24	6882	0
3.065	0	0	307	6	3	24	6882	0
3.066	0	0	307	7	60	28	9422	0
3.067	0	0	307	8	5	24	6882	0
3.068	0	0	307	9	34	24	6882	0
3.069	0	0	307	10	7	28	9422	0
3.071	0	0	308	2	66	24	6882	0
3.072	0	0	308	3	9	28	9422	0
3.073	0	0	308	4	12	28	9422	0
3.074	0	0	308	5	14	26	7708	0
3.075	0	0	308	6	16	28	9422	0
3.076	0	0	308	7	45	28	9422	0
3.077	0	0	308	8	17	28	9422	0
3.078	0	0	308	9	36	28	9422	0
3.079	0	0	308	10	2	24	6882	0
3.08	0	0	309	1	25	26	7708	0
3.081	0	0	309	2	37	24	6882	0
3.082	0	0	309	3	38	28	9422	0
3.083	0	0	309	4	8	28	9422	0
3.084	0	0	309	5	56	28	9422	0
3.085	0	0	309	6	48	24	6882	0
3.086	0	0	309	7	29	28	9422	0
3.087	0	0	309	8	49	26	7708	0
3.088	0	0	309	9	57	26	7708	0
3.089	0	0	309	10	34	24	6882	0
3.09	0	0	310	1	26	28	9422	0
3.091	0	0	310	2	39	26	7708	0
3.092	0	0	310	3	64	28	9422	0
3.093	0	0	310	4	66	24	6882	0
3.094	0	0	310	5	68	28	9422	0
3.095	0	0	310	6	71	24	6882	0
3.096	0	0	310	7	3	24	6882	0
3.097	0	0	310	8	5	24	6882	0
3.098	0	0	310	9	7	28	9422	0
3.099	0	0	310	10	27	28	9422	0
3.1	0	0	311	1	9	28	9422	0
3.101	0	0	311	2	12	28	9422	0
3.102	0	0	311	3	14	26	7708	0
3.103	0	0	311	4	17	28	9422	0
3.104	0	0	311	5	36	28	9422	0
3.105	0	0	311	6	2	24	6882	0
3.106	0	0	311	7	18	28	9422	0
3.107	0	0	311	8	25	26	7708	0
3.108	0	0	311	9	37	24	6882	0
3.109	0	0	311	10	38	28	9422	0
3.11	0	0	312	1	22	26	7708	0
3.111	0	0	312	2	8	28	9422	0
3.112	0	0	312	3	56	28	9422	0
3.113	0	0	312	4	10	26	7708	0
3.114	0	0	312	5	70	24	6882	0
3.115	0	0	312	6	48	24	6882	0
3.116	0	0	312	7	49	26	7708	0
3.117	0	0	312	8	57	26	7708	0
3.118	0	0	312	9	34	24	6882	0
3.119	0	0	312	10	39	26	7708	0
3.12	0	0	313	1	64	28	9422	0
3.121	0	0	313	2	63	28	9422	0
3.123	0	0	313	4	66	24	6882	0
3.124	0	0	313	5	68	28	9422	0
3.125	0	0	313	6	71	24	6882	0
3.126	0	0	313	7	3	24	6882	0
3.127	0	0	313	8	46	26	7708	0
3.128	0	0	313	9	5	24	6882	0
3.129	0	0	313	10	7	28	9422	0
3.13	0	0	314	1	44	26	7708	0
3.131	0	0	314	2	27	28	9422	0
3.132	0	0	314	3	9	28	9422	0
3.133	0	0	314	4	10	26	7708	0
3.134	0	0	314	5	22	26	7708	0
3.135	0	0	314	6	12	28	9422	0
3.136	0	0	314	7	41	28	9422	0
3.137	0	0	314	8	70	24	6882	0
3.138	0	0	314	9	14	26	7708	0
3.139	0	0	314	10	17	28	9422	0
3.14	0	0	315	1	16	28	9422	0
3.141	0	0	315	2	2	24	6882	0
3.142	0	0	315	3	25	26	7708	0
3.143	0	0	315	4	20	24	6882	0
3.144	0	0	315	5	36	28	9422	0
3.145	0	0	315	6	20	24	6882	0
3.146	0	0	315	7	37	24	6882	0
3.149	0	0	315	10	38	28	9422	0
3.15	0	0	316	1	8	28	9422	0
3.151	0	0	316	2	56	28	9422	0
3.152	0	0	316	3	48	24	6882	0
3.153	0	0	316	4	49	26	7708	0
3.154	0	0	316	5	57	26	7708	0
3.155	0	0	316	6	34	24	6882	0
3.156	0	0	316	7	29	28	9422	0
3.157	0	0	316	8	10	26	7708	0
3.158	0	0	316	9	64	28	9422	0
3.159	0	0	316	10	66	24	6882	0
3.16	0	0	317	1	68	28	9422	0
3.161	0	0	317	2	71	24	6882	0
3.162	0	0	317	3	41	28	9422	0
3.163	0	0	317	4	3	24	6882	0
3.164	0	0	317	5	60	28	9422	0
3.165	0	0	317	6	18	28	9422	0
3.166	0	0	317	7	5	24	6882	0
3.167	0	0	317	8	7	28	9422	0
3.168	0	0	317	9	27	28	9422	0
3.169	0	0	317	10	9	28	9422	0
3.17	0	0	318	1	16	28	9422	0
3.171	0	0	318	2	12	28	9422	0
3.172	0	0	318	3	70	24	6882	0
3.173	0	0	318	4	14	26	7708	0
3.175	0	0	318	6	17	28	9422	0
3.176	0	0	318	7	22	26	7708	0
3.177	0	0	318	8	2	24	6882	0
3.178	0	0	318	9	20	24	6882	0
3.179	0	0	318	10	25	26	7708	0
3.18	0	0	319	1	37	24	6882	0
3.181	0	0	319	2	38	28	9422	0
3.182	0	0	319	3	8	28	9422	0
3.183	0	0	319	4	56	28	9422	0
3.184	0	0	319	5	48	24	6882	0
3.185	0	0	319	6	49	26	7708	0
3.186	0	0	319	7	57	26	7708	0
3.187	0	0	319	8	34	24	6882	0
3.188	0	0	319	9	64	28	9422	0
3.19	0	0	320	1	66	24	6882	0
3.191	0	0	320	2	68	28	9422	0
3.192	0	0	320	3	71	24	6882	0
3.193	0	0	320	4	41	28	9422	0
3.194	0	0	320	5	16	28	9422	0
3.195	0	0	320	6	3	24	6882	0
3.196	0	0	320	7	18	28	9422	0
3.197	0	0	320	8	5	24	6882	0
3.198	0	0	320	9	7	28	9422	0
3.199	0	0	320	10	27	28	9422	0
3.2	0	0	321	1	44	26	7708	0
3.201	0	0	321	2	9	28	9422	0
3.202	0	0	321	3	12	28	9422	0
3.203	0	0	321	4	14	26	7708	0
3.204	0	0	321	5	10	26	7708	0
3.205	0	0	321	6	17	28	9422	0
3.207	0	0	321	8	2	24	6882	0
3.208	0	0	321	9	25	26	7708	0
3.209	0	0	321	10	37	24	6882	0
3.21	0	0	322	1	38	28	9422	0
3.211	0	0	322	2	8	28	9422	0
3.212	0	0	322	3	16	28	9422	0
3.213	0	0	322	4	48	24	6882	0
3.214	0	0	322	5	49	26	7708	0
3.215	0	0	322	6	57	26	7708	0
3.216	0	0	322	7	34	24	6882	0
3.217	0	0	322	8	64	28	9422	0
3.218	0	0	322	9	22	26	7708	0
3.219	0	0	322	10	66	24	6882	0
3.22	0	0	323	1	68	28	9422	0
3.221	0	0	323	2	71	24	6882	0
3.222	0	0	323	3	41	28	9422	0
3.223	0	0	323	4	3	24	6882	0
3.224	0	0	323	5	5	24	6882	0
3.225	0	0	323	6	7	28	9422	0
3.226	0	0	323	7	27	28	9422	0
3.227	0	0	323	8	9	28	9422	0
3.228	0	0	323	9	12	28	9422	0
3.229	0	0	323	10	14	26	7708	0
3.23	0	0	324	1	10	26	7708	0
3.231	0	0	324	2	20	24	6882	0
3.232	0	0	324	3	17	28	9422	0
3.233	0	0	324	4	18	28	9422	0
3.234	0	0	324	5	2	24	6882	0
3.235	0	0	324	6	25	26	7708	0
3.236	0	0	324	7	37	24	6882	0
3.237	0	0	324	8	38	28	9422	0
3.238	0	0	324	9	8	28	9422	0
3.239	0	0	324	10	16	28	9422	0
3.24	0	0	325	1	48	24	6882	0
3.242	0	0	325	3	49	26	7708	0
3.243	0	0	325	4	57	26	7708	0
3.244	0	0	325	5	34	24	6882	0
3.245	0	0	325	6	64	28	9422	0
3.246	0	0	325	7	22	26	7708	0
3.247	0	0	325	8	66	24	6882	0
3.248	0	0	325	9	68	28	9422	0
3.249	0	0	325	10	71	24	6882	0
3.25	0	0	326	1	26	28	9422	0
3.251	0	0	326	2	56	28	9422	0
3.252	0	0	326	3	26	28	9422	0
3.253	0	0	326	4	41	28	9422	0
3.254	0	0	326	5	3	24	6882	0
3.255	0	0	326	6	5	24	6882	0
3.256	0	0	326	7	7	28	9422	0
3.257	0	0	326	8	27	28	9422	0
3.258	0	0	326	9	9	28	9422	0
3.259	0	0	326	10	12	28	9422	0
3.26	0	0	327	1	14	26	7708	0
3.261	0	0	327	2	10	26	7708	0
3.262	0	0	327	3	17	28	9422	0
3.263	0	0	327	4	47	28	9422	0
3.264	0	0	327	5	18	28	9422	0
3.265	0	0	327	6	2	24	6882	0
3.266	0	0	327	7	25	26	7708	0
3.267	0	0	327	8	44	26	7708	0
3.268	0	0	327	9	37	24	6882	0
3.269	0	0	327	10	38	28	9422	0
3.27	0	0	328	1	16	28	9422	0
3.271	0	0	328	2	48	24	6882	0
3.272	0	0	328	3	67	26	7708	0
3.273	0	0	328	4	20	24	6882	0
3.274	0	0	328	5	8	28	9422	0
3.275	0	0	328	6	49	26	7708	0
3.276	0	0	328	7	57	26	7708	0
3.277	0	0	328	8	34	24	6882	0
3.279	0	0	328	10	64	28	9422	0
3.28	0	0	329	1	22	26	7708	0
3.281	0	0	329	2	66	24	6882	0
3.282	0	0	329	3	68	28	9422	0
3.283	0	0	329	4	71	24	6882	0
3.284	0	0	329	5	41	28	9422	0
3.285	0	0	329	6	3	24	6882	0
3.286	0	0	329	7	5	24	6882	0
3.287	0	0	329	8	7	28	9422	0
3.288	0	0	329	9	36	28	9422	0
3.289	0	0	329	10	9	28	9422	0
3.29	0	0	330	1	12	28	9422	0
3.291	0	0	330	2	14	26	7708	0
3.292	0	0	330	3	67	26	7708	0
3.293	0	0	330	4	17	28	9422	0
3.294	0	0	330	5	10	26	7708	0
3.295	0	0	330	6	2	24	6882	0
3.296	0	0	330	7	47	28	9422	0
3.297	0	0	330	8	47	28	9422	0
3.298	0	0	330	9	18	28	9422	0
3.299	0	0	330	10	25	26	7708	0
3.3	0	0	331	1	37	24	6882	0
3.301	0	0	331	2	38	28	9422	0
3.302	0	0	331	3	16	28	9422	0
3.303	0	0	331	4	8	28	9422	0
3.304	0	0	331	5	48	24	6882	0
3.305	0	0	331	6	49	26	7708	0
3.306	0	0	331	7	57	26	7708	0
3.307	0	0	331	8	34	24	6882	0
3.308	0	0	331	9	64	28	9422	0
3.309	0	0	331	10	22	26	7708	0
3.31	0	0	332	1	66	24	6882	0
3.311	0	0	332	2	68	28	9422	0
3.312	0	0	332	3	71	24	6882	0
3.313	0	0	332	4	24	26	7708	0
3.314	0	0	332	5	3	24	6882	0
3.315	0	0	332	6	39	26	7708	0
3.316	0	0	332	7	5	24	6882	0
3.317	0	0	332	8	63	28	9422	0
3.318	0	0	332	9	63	28	9422	0
3.319	0	0	332	10	26	28	9422	0
3.32	0	0	333	1	67	26	7708	0
3.321	0	0	333	2	27	28	9422	0
3.322	0	0	333	3	41	28	9422	0
3.323	0	0	333	4	7	28	9422	0
3.324	0	0	333	5	9	28	9422	0
3.325	0	0	333	6	12	28	9422	0
3.326	0	0	333	7	14	26	7708	0
3.327	0	0	333	8	47	28	9422	0
3.328	0	0	333	9	17	28	9422	0
3.329	0	0	333	10	2	24	6882	0
3.33	0	0	334	1	18	28	9422	0
3.331	0	0	334	2	25	26	7708	0
3.333	0	0	334	4	37	24	6882	0
3.334	0	0	334	5	38	28	9422	0
3.335	0	0	334	6	13	26	7708	0
3.336	0	0	334	7	40	26	7708	0
3.337	0	0	334	8	70	24	6882	0
3.338	0	0	334	9	16	28	9422	0
3.339	0	0	334	10	8	28	9422	0
3.34	0	0	335	1	20	24	6882	0
3.341	0	0	335	2	48	24	6882	0
3.342	0	0	335	3	49	26	7708	0
3.343	0	0	335	4	44	26	7708	0
3.344	0	0	335	5	4	24	6882	0
3.345	0	0	335	6	56	28	9422	0
3.347	0	0	335	8	26	28	9422	0
3.348	0	0	335	9	57	26	7708	0
3.349	0	0	335	10	34	24	6882	0
3.35	0	0	336	1	64	28	9422	0
3.351	0	0	336	2	22	26	7708	0
3.352	0	0	336	3	66	24	6882	0
3.353	0	0	336	4	68	28	9422	0
3.354	0	0	336	5	71	24	6882	0
3.356	0	0	336	7	36	28	9422	0
3.357	0	0	336	8	3	24	6882	0
3.358	0	0	336	9	36	28	9422	0
3.359	0	0	336	10	41	28	9422	0
3.36	0	0	337	1	5	24	6882	0
3.361	0	0	337	2	7	28	9422	0
3.362	0	0	337	3	10	26	7708	0
3.363	0	0	337	4	40	26	7708	0
3.364	0	0	337	5	20	24	6882	0
3.365	0	0	337	6	9	28	9422	0
3.366	0	0	337	7	13	26	7708	0
3.367	0	0	337	8	12	28	9422	0
3.368	0	0	337	9	14	26	7708	0
3.369	0	0	337	10	17	28	9422	0
3.37	0	0	338	1	2	24	6882	0
3.371	0	0	338	2	18	28	9422	0
3.372	0	0	338	3	25	26	7708	0
3.373	0	0	338	4	27	28	9422	0
3.375	0	0	338	6	37	24	6882	0
3.376	0	0	338	7	38	28	9422	0
3.377	0	0	338	8	16	28	9422	0
3.378	0	0	338	9	8	28	9422	0
3.379	0	0	338	10	48	24	6882	0
3.38	0	0	339	1	49	26	7708	0
3.381	0	0	339	2	57	26	7708	0
3.382	0	0	339	3	34	24	6882	0
3.383	0	0	339	4	64	28	9422	0
3.384	0	0	339	5	22	26	7708	0
3.385	0	0	339	6	68	28	9422	0
3.386	0	0	339	7	71	24	6882	0
3.387	0	0	339	8	26	28	9422	0
3.388	0	0	339	9	3	24	6882	0
3.389	0	0	339	10	40	26	7708	0
3.39	0	0	340	1	41	28	9422	0
3.391	0	0	340	2	5	24	6882	0
3.392	0	0	340	3	7	28	9422	0
3.393	0	0	340	4	47	28	9422	0
3.394	0	0	340	5	9	28	9422	0
3.395	0	0	340	6	12	28	9422	0
